Wall time,Step,Value
1625745369.990117,0,0.2643750011920929
1625745389.879451,1,0.29234999418258667
1625745409.817168,2,0.2979249954223633
1625745429.80541,3,0.30662500858306885
1625745449.894848,4,0.3208000063896179
1625745469.870987,5,0.3292500078678131
1625745489.839863,6,0.3275749981403351
1625745509.998337,7,0.3738499879837036
1625745530.350533,8,0.3887749910354614
1625745550.199736,9,0.39887499809265137
1625745570.218436,10,0.4087750017642975
1625745590.018258,11,0.4182499945163727
1625745609.795079,12,0.4325999915599823
1625745629.704504,13,0.4354749917984009
1625745649.597265,14,0.4442499876022339
1625745669.739283,15,0.44917500019073486
1625745689.966219,16,0.48592498898506165
1625745710.462069,17,0.494049996137619
1625745730.516514,18,0.5066499710083008
1625745750.473997,19,0.5145999789237976
1625745770.418689,20,0.5234249830245972
1625745790.620237,21,0.5332750082015991
1625745810.558259,22,0.5506500005722046
1625745830.606264,23,0.5581499934196472
1625745850.627764,24,0.5656750202178955
1625745870.649749,25,0.5721750259399414
1625745890.927275,26,0.5809249877929688
1625745911.096105,27,0.5904750227928162
1625745931.04263,28,0.5990750193595886
1625745950.831708,29,0.6058750152587891
1625745970.732973,30,0.6135500073432922
1625745990.501618,31,0.6213750243186951
1625746010.362426,32,0.6247249841690063
1625746030.340922,33,0.6603500247001648
1625746050.095964,34,0.6649500131607056
1625746070.18781,35,0.6717249751091003
1625746090.18473,36,0.6786249876022339
1625746110.629404,37,0.6841250061988831
1625746130.381099,38,0.6880999803543091
1625746150.612674,39,0.6883249878883362
1625746170.520551,40,0.6952750086784363
1625746190.324373,41,0.6969500184059143
1625746209.998221,42,0.7034749984741211
1625746229.907514,43,0.7050750255584717
1625746249.787657,44,0.7101749777793884
1625746269.880933,45,0.7320749759674072
1625746290.267866,46,0.7360000014305115
1625746310.5666,47,0.7393249869346619
1625746330.365582,48,0.7416250109672546
1625746350.298951,49,0.744575023651123
1625746370.21477,50,0.7468500137329102
1625746390.108206,51,0.7479249835014343
1625746410.189402,52,0.7483749985694885
1625746430.143858,53,0.7529000043869019
1625746450.098154,54,0.7519999742507935
1625746469.921006,55,0.7537000179290771
1625746489.847754,56,0.754800021648407
1625746509.726135,57,0.7568249702453613
1625746529.352913,58,0.7583249807357788
1625746549.425494,59,0.7587249875068665
1625746569.398279,60,0.7627500295639038
1625746589.347464,61,0.7639999985694885
1625746609.133042,62,0.7625499963760376
1625746628.889625,63,0.7801499962806702
1625746649.036686,64,0.7853500247001648
1625746670.684487,65,0.7839750051498413
1625746691.480372,66,0.7858499884605408
1625746712.392392,67,0.7881749868392944
1625746734.281491,68,0.789900004863739
1625746755.022851,69,0.7893499732017517
1625746775.70173,70,0.7908999919891357
1625746797.333906,71,0.7928500175476074
1625746818.390125,72,0.791700005531311
1625746839.083478,73,0.802049994468689
1625746860.603412,74,0.8038750290870667
1625746882.149078,75,0.8068249821662903
1625746902.871596,76,0.8083249926567078
1625746923.371079,77,0.8083750009536743
1625746945.615839,78,0.8082000017166138
1625746966.538652,79,0.8098000288009644
1625746988.052229,80,0.8151000142097473
1625747010.03309,81,0.8154500126838684
1625747030.766769,82,0.8174499869346619
1625747053.007195,83,0.819350004196167
1625747073.841631,84,0.8169500231742859
1625747094.378599,85,0.8185750246047974
1625747116.128022,86,0.8220999836921692
1625747137.863228,87,0.8228499889373779
1625747158.774504,88,0.8227249979972839
1625747181.398084,89,0.8232250213623047
1625747202.565983,90,0.8235750198364258
1625747223.582635,91,0.8248500227928162
1625747245.590763,92,0.8268250226974487
1625747266.476511,93,0.8271250128746033
1625747287.616052,94,0.8265500068664551
1625747309.095513,95,0.8277999758720398
1625747332.225065,96,0.8261250257492065
1625747354.056515,97,0.8288999795913696
1625747376.438576,98,0.8281999826431274
1625747399.966121,99,0.8267250061035156
1625747422.083107,100,0.8291249871253967
1625747443.737599,101,0.8291749954223633
1625747466.785804,102,0.8285250067710876
1625747489.559681,103,0.8289999961853027
1625747512.05402,104,0.8303999900817871
1625747535.493406,105,0.8299000263214111
1625747557.740489,106,0.8306499719619751
1625747581.541564,107,0.8298749923706055
1625747603.876685,108,0.8295249938964844
1625747627.565857,109,0.8312000036239624
1625747649.254092,110,0.8305500149726868
1625747670.925559,111,0.8294000029563904
1625747693.80506,112,0.8316749930381775
1625747717.062377,113,0.8290500044822693
1625747738.375107,114,0.8296250104904175
1625747762.672864,115,0.831375002861023
1625747785.068031,116,0.8310999870300293
1625747807.321361,117,0.8304499983787537
1625747830.434523,118,0.8307999968528748
