Wall time,Step,Value
1625742592.229781,0,0.3259750008583069
1625742605.206051,1,0.4271250069141388
1625742619.457826,2,0.4579249918460846
1625742633.23269,3,0.4817250072956085
1625742647.436168,4,0.5060499906539917
1625742661.680937,5,0.521399974822998
1625742675.866935,6,0.5374749898910522
1625742690.216574,7,0.5482249855995178
1625742703.72261,8,0.5589249730110168
1625742717.417346,9,0.5695000290870667
1625742731.381996,10,0.5744749903678894
1625742745.550732,11,0.5795249938964844
1625742758.937124,12,0.5830249786376953
1625742773.037525,13,0.6444500088691711
1625742787.134818,14,0.6488000154495239
1625742801.037357,15,0.6577749848365784
1625742814.901095,16,0.6588749885559082
1625742829.092094,17,0.6702250242233276
1625742843.170086,18,0.6697499752044678
1625742857.125508,19,0.6720250248908997
1625742871.240942,20,0.6782500147819519
1625742885.321444,21,0.6800000071525574
1625742899.230928,22,0.6850500106811523
1625742913.30149,23,0.6888999938964844
1625742927.368004,24,0.6881999969482422
1625742941.018652,25,0.6910750269889832
1625742954.954828,26,0.6930249929428101
1625742968.747152,27,0.6923249959945679
1625742982.626391,28,0.6987749934196472
1625742996.525552,29,0.6960750222206116
1625743010.420263,30,0.6965000033378601
1625743024.284596,31,0.6998249888420105
1625743038.266004,32,0.7423499822616577
1625743052.120047,33,0.745199978351593
1625743066.026851,34,0.7455499768257141
1625743079.930945,35,0.7500749826431274
1625743093.75,36,0.753000020980835
1625743107.577773,37,0.7517250180244446
1625743121.681359,38,0.7826499938964844
1625743135.708937,39,0.7836999893188477
1625743149.531587,40,0.7873749732971191
1625743163.435293,41,0.7892749905586243
1625743177.342657,42,0.7902500033378601
1625743191.272693,43,0.7913500070571899
1625743205.173,44,0.7959250211715698
1625743219.180154,45,0.8117250204086304
1625743233.004014,46,0.8155750036239624
1625743246.894932,47,0.8183500170707703
1625743260.721726,48,0.8207499980926514
1625743274.534441,49,0.821150004863739
1625743288.63904,50,0.8244500160217285
1625743302.674565,51,0.8241000175476074
1625743316.84157,52,0.8258000016212463
1625743330.715397,53,0.8253999948501587
1625743344.108897,54,0.8264750242233276
1625743357.614331,55,0.8319500088691711
1625743371.148079,56,0.8330000042915344
1625743384.714402,57,0.8310999870300293
1625743398.289012,58,0.8357750177383423
1625743412.290553,59,0.8500000238418579
1625743426.214299,60,0.8512250185012817
1625743440.000649,61,0.8514500260353088
1625743453.495824,62,0.8544750213623047
1625743467.10011,63,0.8547750115394592
1625743480.604067,64,0.857824981212616
1625743494.224346,65,0.8572999835014343
1625743507.842336,66,0.8615999817848206
1625743521.364779,67,0.8673999905586243
1625743535.011514,68,0.8677499890327454
1625743548.604262,69,0.871999979019165
1625743562.347222,70,0.8710500001907349
1625743576.016902,71,0.8721250295639038
1625743589.649127,72,0.8785750269889832
1625743603.258361,73,0.8777999877929688
1625743616.802315,74,0.8792499899864197
1625743630.441471,75,0.8809249997138977
1625743644.069487,76,0.879925012588501
1625743657.612321,77,0.8839750289916992
1625743671.154592,78,0.8845000267028809
1625743684.799106,79,0.8847000002861023
1625743698.450854,80,0.8860250115394592
1625743712.075466,81,0.8841500282287598
