Wall time,Step,Value
1625743739.095538,0,0.28459998965263367
1625743753.90438,1,0.353424996137619
1625743768.478369,2,0.35397499799728394
1625743783.324568,3,0.35280001163482666
1625743797.934871,4,0.3569500148296356
1625743812.771159,5,0.36112499237060547
1625743827.760243,6,0.374099999666214
1625743842.690802,7,0.39079999923706055
1625743857.460757,8,0.40242499113082886
1625743872.032512,9,0.4174250066280365
1625743886.659785,10,0.4286249876022339
1625743901.442403,11,0.42899999022483826
1625743916.118283,12,0.4372749924659729
1625743931.113004,13,0.444350004196167
1625743945.959576,14,0.4466499984264374
1625743960.988361,15,0.447174996137619
1625743975.808503,16,0.45922499895095825
1625743990.660864,17,0.4603250026702881
1625744005.471119,18,0.4615499973297119
1625744020.211658,19,0.46662500500679016
1625744034.961753,20,0.46779999136924744
1625744049.946329,21,0.514549970626831
1625744064.549114,22,0.5233500003814697
1625744079.12184,23,0.5290250182151794
1625744093.771412,24,0.5397999882698059
1625744108.376378,25,0.5431249737739563
1625744122.995185,26,0.5541750192642212
1625744137.550353,27,0.5581250190734863
1625744152.421908,28,0.5942000150680542
1625744167.293307,29,0.6027250289916992
1625744182.113394,30,0.6064249873161316
1625744196.836339,31,0.6099500060081482
1625744211.429963,32,0.6105750203132629
1625744226.281913,33,0.6161749958992004
1625744240.974921,34,0.6194999814033508
1625744255.628135,35,0.6205000281333923
1625744270.498107,36,0.6448500156402588
1625744285.095806,37,0.6507499814033508
1625744299.78192,38,0.6505500078201294
1625744314.262935,39,0.6538000106811523
1625744329.009454,40,0.6553750038146973
1625744343.608103,41,0.6593999862670898
1625744358.157249,42,0.6607999801635742
1625744372.860435,43,0.6627749800682068
1625744387.494497,44,0.6624249815940857
1625744402.270769,45,0.6647250056266785
1625744416.688966,46,0.6659250259399414
1625744431.25797,47,0.6667749881744385
1625744445.920972,48,0.6668750047683716
1625744460.298414,49,0.670799970626831
1625744474.722121,50,0.6741750240325928
1625744489.206716,51,0.6730250120162964
1625744503.803561,52,0.6742500066757202
1625744518.464221,53,0.6727250218391418
1625744532.918083,54,0.6747750043869019
1625744547.150923,55,0.6760500073432922
1625744561.653005,56,0.6765999794006348
1625744576.012025,57,0.6792749762535095
1625744590.470155,58,0.6795750260353088
1625744604.98523,59,0.6794499754905701
1625744619.583817,60,0.6993499994277954
1625744634.27271,61,0.7013499736785889
1625744648.936992,62,0.7032750248908997
1625744663.429485,63,0.703374981880188
1625744677.760923,64,0.7061750292778015
1625744692.403821,65,0.7107250094413757
1625744706.980711,66,0.7096999883651733
1625744721.342221,67,0.7121250033378601
1625744735.705463,68,0.7141749858856201
1625744750.087333,69,0.7149249911308289
1625744764.492359,70,0.7144500017166138
1625744779.052344,71,0.7188249826431274
1625744793.385135,72,0.720300018787384
1625744807.515558,73,0.7195000052452087
1625744821.708781,74,0.7213249802589417
1625744835.987097,75,0.7217249870300293
1625744850.098774,76,0.7265999913215637
1625744864.502564,77,0.7332749962806702
1625744878.628178,78,0.7377499938011169
1625744892.896036,79,0.7351250052452087
1625744907.380119,80,0.7389000058174133
1625744921.718939,81,0.737500011920929
1625744935.967976,82,0.7408499717712402
1625744950.163595,83,0.7407749891281128
1625744964.572071,84,0.743399977684021
1625744978.856123,85,0.7405999898910522
1625744993.154531,86,0.7425749897956848
1625745007.686627,87,0.7500249743461609
1625745022.063074,88,0.7515249848365784
1625745036.380253,89,0.7509499788284302
1625745050.829187,90,0.7516999840736389
1625745065.480124,91,0.7538250088691711
1625745079.839687,92,0.7530249953269958
1625745094.198994,93,0.7531499862670898
1625745108.451122,94,0.7550250291824341
1625745122.887144,95,0.7558749914169312
1625745137.276692,96,0.7599250078201294
1625745151.532846,97,0.7584999799728394
1625745165.917571,98,0.7619249820709229
1625745180.209156,99,0.7621750235557556
1625745194.553082,100,0.7626000046730042
1625745208.882874,101,0.7632499933242798
1625745223.215048,102,0.7641500234603882
1625745237.531896,103,0.7667999863624573
1625745251.867194,104,0.7642750144004822
1625745266.23979,105,0.7647500038146973
1625745280.497386,106,0.7662749886512756
1625745294.819347,107,0.7665500044822693
1625745309.201463,108,0.7678999900817871
1625745323.472588,109,0.7647250294685364
1625745337.825824,110,0.7657250165939331
